jvs002,1.0,0.4607063,0.48454052,0.58717734,0.44627407,0.3686748,0.43024302,0.5318761,0.42293543,0.51330847,0.43616375,0.46930617,0.51368904,0.5330402,0.5610221,0.40312314,0.4121995,0.6330706,0.40093312,0.40064633,0.45005983,0.51402855,0.31829476,0.3536142,0.36671254,0.4719735,0.46138057,0.38533875,0.6448472,0.50828254,0.35170403,0.5055648,0.40001088,0.42413616,0.434583,0.35263893,0.38992307,0.4730869,0.5055683,0.41780445,0.40977538,0.37062833,0.45870715,0.36674196,0.38923573,0.5937911,0.43374446,0.41313696,0.30763423,0.40986836,0.37400877,0.46006167
jvs004,0.4607063,1.0,0.560567,0.48916668,0.56048703,0.45844042,0.45358405,0.51061726,0.4874371,0.5221612,0.45313233,0.4653462,0.58265007,0.60024816,0.5510991,0.5073004,0.39787492,0.48182368,0.49374634,0.5644742,0.43638438,0.4561046,0.47462976,0.44644687,0.5374387,0.47154903,0.56733066,0.42197418,0.5521387,0.70228535,0.39507753,0.41327146,0.411887,0.57706344,0.6241211,0.46159226,0.47777793,0.5156665,0.5149473,0.4520729,0.66072404,0.4820598,0.5783196,0.7128247,0.5704388,0.58015513,0.54633373,0.580551,0.36113253,0.5473224,0.5174066,0.6057587
jvs007,0.48454052,0.560567,1.0,0.63074625,0.616111,0.4846424,0.44342485,0.6168016,0.5197449,0.63492376,0.77734524,0.57080203,0.6874447,0.5345977,0.49803463,0.47808072,0.35574743,0.47161072,0.42626,0.5894808,0.63219017,0.41883484,0.4493987,0.606555,0.4891904,0.5886189,0.6908855,0.46785396,0.61057764,0.64976215,0.53337026,0.41031662,0.35082707,0.4733587,0.46263626,0.3955815,0.60508347,0.677058,0.60017717,0.56646585,0.5141954,0.4094473,0.5691284,0.5098971,0.47830066,0.62379676,0.78269815,0.48527485,0.4837551,0.44140765,0.57797927,0.6358979
jvs008,0.58717734,0.48916668,0.63074625,1.0,0.5345869,0.46260157,0.5175372,0.735166,0.4964448,0.6970613,0.57794297,0.51196754,0.6375503,0.59944284,0.59929246,0.55511,0.45242575,0.64057595,0.44893178,0.50043267,0.608085,0.5500227,0.43539402,0.4952411,0.43738163,0.5955091,0.564288,0.542385,0.7318256,0.5849072,0.55763644,0.47264278,0.43211946,0.49715483,0.47616988,0.4006215,0.56239295,0.5941453,0.5730849,0.48369807,0.4758965,0.44630417,0.5848115,0.42295456,0.48335811,0.55036384,0.5692747,0.49977562,0.5042609,0.47634295,0.48900142,0.60909736
jvs010,0.44627407,0.56048703,0.616111,0.5345869,1.0,0.5222666,0.5645843,0.5226198,0.70459235,0.71570116,0.52173513,0.50967103,0.66170204,0.66956955,0.5040133,0.43241104,0.45492345,0.44753423,0.43883342,0.5000964,0.42421764,0.46232277,0.4294803,0.47423187,0.4197144,0.5318709,0.5043097,0.36428064,0.56458515,0.57743466,0.3859934,0.39955658,0.41177377,0.4058117,0.44435894,0.36273277,0.5347121,0.5647744,0.5165252,0.71953636,0.46265224,0.39954183,0.5634752,0.4680131,0.5557681,0.49535924,0.6322663,0.6038404,0.3946383,0.4747711,0.45138618,0.53700763
jvs014,0.3686748,0.45844042,0.4846424,0.46260157,0.5222666,1.0,0.45420733,0.39620885,0.56267375,0.5193048,0.48032185,0.56257606,0.561941,0.5251686,0.3985333,0.42340252,0.45491228,0.4587287,0.5170081,0.6167735,0.46106285,0.41655496,0.49830455,0.5827478,0.5109405,0.6148966,0.45614058,0.37358868,0.47117332,0.46244708,0.41842747,0.5169988,0.34554395,0.41822818,0.4074781,0.47965035,0.66872716,0.6095532,0.599681,0.44801638,0.5201656,0.47584495,0.5114403,0.45218247,0.61250174,0.42881036,0.5325173,0.51403916,0.41145417,0.43066734,0.5758334,0.54990536
jvs015,0.43024302,0.45358405,0.44342485,0.5175372,0.5645843,0.45420733,1.0,0.5372447,0.534706,0.62824124,0.386044,0.38429868,0.57344496,0.70084506,0.5573289,0.4370998,0.53803533,0.5213815,0.4052184,0.39196342,0.35342756,0.48256934,0.36900783,0.38278714,0.32989278,0.40914416,0.38154227,0.33084613,0.5663007,0.48962906,0.35707304,0.3688106,0.4247494,0.38971823,0.47897547,0.31888577,0.42537645,0.43807122,0.42663547,0.4480199,0.42728227,0.42833978,0.61361355,0.3896251,0.53465545,0.39266184,0.43132606,0.59605086,0.34383604,0.5358553,0.37820774,0.44624665
jvs016,0.5318761,0.51061726,0.6168016,0.735166,0.5226198,0.39620885,0.5372447,1.0,0.44172907,0.64156985,0.5287772,0.42032367,0.62673587,0.58013755,0.64784837,0.55936825,0.39850187,0.5702921,0.3935215,0.45516837,0.52375734,0.48287764,0.41094762,0.4557774,0.39928678,0.46770364,0.55802387,0.4923631,0.6855844,0.63987124,0.5263498,0.3707524,0.40989795,0.5029082,0.5343903,0.34918395,0.4800817,0.50612396,0.4936648,0.4582761,0.4804066,0.43307796,0.6383134,0.44267792,0.45928702,0.53010964,0.54111445,0.50722545,0.45479885,0.5161939,0.4584564,0.57088345
jvs017,0.42293543,0.4874371,0.5197449,0.4964448,0.70459235,0.56267375,0.534706,0.44172907,1.0,0.6714941,0.46772838,0.57939464,0.5465476,0.62394017,0.45237973,0.3959853,0.5166648,0.437341,0.5136579,0.48211768,0.40378615,0.49010482,0.4117033,0.45358285,0.39881927,0.5592017,0.41432002,0.35053456,0.5081377,0.46036446,0.35195145,0.4497699,0.42054567,0.37493312,0.39217633,0.39790794,0.5273428,0.58936113,0.46986923,0.5981908,0.41879305,0.4017118,0.48422027,0.43169853,0.5651839,0.42130813,0.5144701,0.55655843,0.3882776,0.43199185,0.42850417,0.47732845
jvs018,0.51330847,0.5221612,0.63492376,0.6970613,0.71570116,0.5193048,0.62824124,0.64156985,0.6714941,1.0,0.55174273,0.5356882,0.67077875,0.7142393,0.59420943,0.51026547,0.520791,0.5502953,0.48570672,0.5084887,0.4978965,0.5612694,0.4515593,0.50189495,0.42315382,0.58780706,0.51292765,0.4443447,0.6563255,0.5779625,0.45915043,0.44061932,0.46848992,0.45308226,0.47455117,0.39375398,0.5768333,0.6208561,0.52996707,0.6153208,0.4688697,0.45188707,0.61852324,0.45012814,0.56950253,0.49367574,0.5918875,0.6101458,0.47095886,0.5162096,0.47398618,0.57909554
jvs019,0.43616375,0.45313233,0.77734524,0.57794297,0.52173513,0.48032185,0.386044,0.5287772,0.46772838,0.55174273,1.0,0.5821171,0.60950077,0.4493457,0.41157925,0.41414145,0.31417474,0.42801332,0.38391846,0.5558668,0.68557465,0.3622837,0.4064852,0.6446155,0.45222896,0.5884969,0.61774635,0.4369741,0.54135585,0.5292309,0.55057853,0.40530664,0.2942688,0.40786725,0.38355616,0.3679209,0.6071101,0.6691931,0.595667,0.50207,0.45034704,0.36395857,0.48867488,0.430389,0.41528112,0.56320316,0.7207073,0.403589,0.48794624,0.3675513,0.56997377,0.5610101
jvs024,0.46930617,0.4653462,0.57080203,0.51196754,0.50967103,0.56257606,0.38429868,0.42032367,0.57939464,0.5356882,0.5821171,1.0,0.52231514,0.48260537,0.4043576,0.3815689,0.391802,0.45707378,0.5272794,0.57315,0.5542685,0.4304843,0.4019972,0.5395209,0.4736632,0.68677723,0.47878486,0.3998952,0.50941765,0.4528036,0.40421128,0.5751063,0.33728257,0.40333053,0.37144047,0.4748659,0.57584286,0.75798947,0.57050806,0.4738549,0.44627178,0.39605752,0.43458036,0.44090953,0.46818468,0.51159066,0.53984153,0.42138252,0.4042843,0.3670197,0.5260558,0.5108592
jvs025,0.51368904,0.58265007,0.6874447,0.6375503,0.66170204,0.561941,0.57344496,0.62673587,0.5465476,0.67077875,0.60950077,0.52231514,1.0,0.6671466,0.54656506,0.48488083,0.42232972,0.5628662,0.42903137,0.56169707,0.52891344,0.44747198,0.44086394,0.55053437,0.4657119,0.56040204,0.608949,0.41224393,0.72308093,0.6946316,0.48666653,0.45519394,0.3689639,0.47358063,0.5182079,0.38484582,0.5855028,0.60733914,0.6828462,0.5413201,0.5657794,0.44456744,0.68984526,0.4940592,0.5447263,0.6261553,0.70445067,0.5594211,0.41738427,0.50284225,0.5504863,0.62868094
